ids,mols,y
4671314.0,COC1=CC(NC(=S)N2CCC(C3=CC=C(C)C=C3)C2)=CC=C1,Active
6351925.0,CCN(CC)C1=CC=C2C(=CC1=O)[C@@H](NC)CCC1=CC(OC)=C(OC)C(OC)=C12,Active
5192794.0,CSC1=CC=CC(NC(=S)N2CCC(C3=CC=CC=C3)C2)=C1,Active
6425107.0,CC(C)(C)NC1=C2C=CC=CC2=NC2=CC=CC=C21,Active
4668746.0,CC(C)CCNC(=O)C1=CC2=C(C=C1)SC1=CC=CC=C1C(=O)N2C,Active
2788196.0,O=C(O)C1=CC=C(NC2=C3C=CC=CC3=NC(C3=CC=CC=C3)=N2)C=C1,Active
16004177.0,COC1=CC=CC=C1NC(=O)CN1CCN(CC(=O)NC2=CC(F)=C(C)C=C2)CC1,Active
24761489.0,CCOC1=C(OCC)C=C2C(=C1)CNC(C1=C(F)C=CC=C1)C1=CC=CN21,Active
24761490.0,CCOC1=CC2=C(C=C1OCC)N1C=CC=C1C(C1=C(O)C(OCC)=CC=C1)NC2,Active
24761493.0,CCOC1=C(OCC)C=C2C(=C1)CNC(C1=CC=C(OC)C=C1)C1=CC=CN21,Active
24761494.0,COC1=CC=C(C(O)(C(C)C)C(CN2CCOCC2)C2=CC=C(Cl)C=C2)C=C1,Active
23607059.0,CCOC1=C(C(=O)NCC2(C3=CC=CC=C3)CCCC2)C=CC=C1OC,Active
24761496.0,COC1=CC=C(C(O)(CCC(C)C)C(CN2CCOCC2)C2=CC=C(Cl)C=C2)C=C1,Active
3617298.0,O=C(CCN1N=C(C2=CC=C(Cl)C=C2)C=CC1=O)N1CCN(C2=CC=C(F)C=C2)CC1,Active
153434.0,O=C(O)C1=CC=C(NC2=C3C=CC=CC3=NC3=CC=CC=C32)C=C1,Active
3425070.0,CC1=CC=C(S(=O)(=O)CCC(=O)NC2=C(C)C=CC=C2)C=C1,Active
4652205.0,O=C1C2=C([N+](=O)[O-])C=C([N+](=O)[O-])C=C2SN1CC1=CC=CC=C1,Active
24761502.0,COC1=CC=C(N2CCN(CCNC(=O)NC3=C(OC)C=C([N+](=O)[O-])C=C3)CC2)C=C1,Active
4072524.0,COC1=C(OC)C=C2C(=C1)CCN(C(C)=O)C2COC1=CC=C([N+](=O)[O-])C=C1,Active
4293409.0,CCOC1=CC=C(NC(=O)CCS(=O)(=O)C2=CC=C(Br)C=C2)C=C1,Active
135458748.0,CC1=C(/C=N/NC(=O)C2=CC(F)=CC=C2)C(=O)N(C2=CC=CC=C2)N1,Active
22430489.0,O=C(NCC1CCN(CC2=CC=CC=C2F)CC1)NC1=CC(Br)=CC=C1,Active
24761505.0,CCOC1=C(OCC)C=C2C(=C1)CNC(C1=C(C)C=C(OC)C(C)=C1)C1=CC=CN21,Active
2872306.0,CCOC(=O)NC1=CC2=C(C=C1)S(=O)C1=CC=CC=C1N2C(=O)CCN(CC)CC,Active
24761507.0,CC1=CC2=C(C=C1)S/C(=C\C1=[N+](CCO)C=CC=C1)N2C,Active
24761510.0,CCOC1=C(OCC)C=C2C(=C1)CNC(C1=C(OC)C=CC=C1)C1=CC=CN21,Active
6058877.0,CCN1C(=O)/C(=C\C2=CC=CC(OC)=C2OC2=C([N+](=O)[O-])C=C([N+](=O)[O-])C=C2)SC1=S,Active
9645309.0,CC1=CC=C(/C=N/N(C)S(=O)(=O)C2=CC=C(C)C=C2)C=C1,Active
555198.0,O=[N+]([O-])C1=CC([N+](=O)[O-])=C(NC2=CC=CC=C2)C(Br)=C1,Active
22430460.0,CC1=CC=C(C)C(CN2CCC(CNC(=O)NC3=CC(C)=C(C)C=C3)CC2)=C1,Active
950027.0,CCCC1=CC=C(OCC2=CC=C(C(=O)NN)O2)C(OC)=C1,Active
6292538.0,CC1=N/C(=C\C2=CC=C([N+](=O)[O-])C=C2)C(=O)N1C1=CC=C(F)C=C1F,Active
1187240.0,O=[N+]([O-])C1=CC=C(C2=NC3=CC=CC=C3C(NC3=CC=CC(O)=C3)=N2)C=C1,Active
778421.0,COC1=CC(C)=C(S(=O)(=O)N2C=NC3=CC=CC=C32)C=C1,Active
706782.0,COC1=CC=C(C2=NN=C(C3=CC=CC=C3O)O2)C=C1,Active
24761516.0,COC1=CC=C(C(=O)CCN2CCC(C)CC2)C=C1,Active
24761519.0,CCOC1=C(OCC)C=C2C(=C1)CNC(C1=CC(O)=C(OC)C=C1)C1=CC=CN21,Active
2166253.0,CCCNC(=O)C1=CC=C(COC2=CC=C(CCC)C=C2OC)O1,Active
6266246.0,CC1=CC2=C(C=C1)NC(=O)/C2=C\C1=CC=C(F)C=C1,Active
2946841.0,C1=CC=C2C(=C1)N=C1C=CC=CC1=C2NCCC1=CNC2=CC=CC=C12,Active
149800.0,C1=CC=C(CNC2=C3C=CC=CC3=NC3=CC=CC=C32)C=C1,Active
20970593.0,O=C(CN1CCN(CC(=O)NC2=CC=CC=C2Cl)CC1)NC1=CC=C(F)C(F)=C1,Active
5735740.0,CCOC1=C(OC)C(/C=C/C2=NC3=C(O)C=CC=C3C=C2)=CC=C1,Active
22431378.0,COC1=C(NC2=NC3=C(C=C(C)C=C3)N3C=NN=C23)C=C(Cl)C=C1,Active
24761530.0,CCOC1=C(OCC)C=C2C(=C1)CNC(C1=CC=CC(F)=C1F)C1=CC=CN21,Active
20975213.0,COC1=CC=C2C(=CC1=O)[C@@H](N(C)CC#CCO)CCC1=CC(OC)=C(OC)C(OC)=C12,Active
24761532.0,COC1=CC=C(C(CC(=O)NC2=NC=CC(C)=C2)N2CC3=CC=CC=C3C2=O)C=C1,Active
3912197.0,COC1=C(OC)C=C2C(=C1)CCN(C(=O)CCl)C2C1=CC(Br)=CC=C1F,Active
4919237.0,COC1=CC=C(NC2=C(NC(C)=O)C(=O)C3=CC=CC=C3C2=O)C=C1,Active
23604962.0,CC1CC(C)CN(C2CCCCC2NS(=O)(=O)C2=CC=C(Cl)C=C2)C1,Active
16436496.0,COP(=O)(OC)C1=C(N2CCCCC2)OC(C2=CC=C([N+](=O)[O-])C=C2)=N1,Active
3616502.0,CCC(C)NC(=O)C1=CC=C(CSCC2=CC=C(Cl)C=C2)O1,Active
5998911.0,C#CCOC1=CC=C(/C=C2/C(=O)ON=C2C)C=C1Cl,Active
24761540.0,CC1=C(CCNCC2=CC=C(Cl)C=C2)C2=C(C=CC(OC(F)(F)F)=C2)N1,Active
892519.0,CC(C)NC(=O)C1=CC=C(COC2=CC=C(C(C)(C)C)C=C2)O1,Active
2166341.0,CCCNC(=O)C1=CC=C(COC2=CC=C(C(C)(C)C)C=C2)O1,Active
1538724.0,CC(C)(C)C1=CC(C(=O)CCN2CCOCC2)=CC(C(C)(C)C)=C1O,Active
2790527.0,OC1=CC(NC2=C3C=CC=CC3=NC3=CC=CC=C32)=CC=C1,Active
8083512.0,CCC1=CC=CC(NS(=O)(=O)C2=CC3=C(C=C2)N(C)C(=O)N3C)=C1,Active
20940440.0,CCN(CC)CCCNC(=O)C1=CC(C2=CC=CC=C2)=C(N2CCCCC2)S1,Active
24761551.0,CCN(CC)C1=CC=C(/C=C/C2=[N+](CC)C3=C(C=CC(OC)=C3)C=C2)C=C1,Active
617208.0,COC1=CC(OCCNC(=O)C2=CC(OC)=C(OC)C(OC)=C2)=CC=C1,Active
3384730.0,CCN1CCN(C(C2=CC=C(C(F)(F)F)C=C2)C2=CC=C3C=CC=NC3=C2O)CC1,Active
4581172.0,COC1=CC(CN2CC(=O)N(C3=CC(Cl)=CC=C3C)C2=S)=CC(OC)=C1OC,Active
9597355.0,CCOC1=CC=C(/C=N/NC2=CC=CC=C2)C=C1,Active
6182725.0,COC1=C(COC2=CC=C(C(=O)OCC(C)C)C=C2)C=C(/C=N\NC(=O)C2=CC(O)=C(O)C(O)=C2)C=C1,Active
135684840.0,CN(/N=C/C1=CC(Br)=CC(Br)=C1O)C1=CC=CC(C(F)(F)F)=N1,Active
22588078.0,CCC1=C(CC)N=C2C=C(C(=O)NCCCN3CCN(C4=CC=CC=C4F)CC3)C=CC2=N1,Active
20873740.0,CCCCN(CC)CCNC(=O)C1=CC2=C(C=C1)C(Cl)=C1CCCC1=N2,Active
746288.0,CC1=CC(C)=C(S(=O)(=O)NC2=CC=C(O)C3=CC=CC=C23)C=C1,Active
4183054.0,O=C(CCSCC1=CC(F)=CC=C1)NCC1=CC=C(F)C=C1,Active
4581173.0,COC1=CC(CN2CC(=O)N(C3=C(OC)C=CC(Cl)=C3)C2=S)=CC(OC)=C1OC,Active
20956349.0,COC1=CC=C(CNC2=CC=C(Cl)C=C2)C=C1CN1C=CN=C1,Active
24214213.0,COC1=CC=CC(C(=O)O/N=C(\N)C2=NC=CC=C2)=C1OC,Active
5336569.0,CC1=C(O)C=CC2=C1OC(=O)C=C2C1=CC=CC=C1,Active
17325415.0,CCC1=NC2=CC=C(CC3=CC4=C(C=C3)N=C(CC)N4)C=C2N1,Active
20899802.0,CCN1C=C(CCC(=O)NCC2=CC=CC(OC)=C2OC)C2=C1C=CC=C2,Active
54694100.0,CCOC(=O)/C(SC1=C(C#N)C(C2=CC=CC=C2)=CC(C2=CC=CC=C2)=N1)=C(\C)O,Active
674819.0,O=[N+]([O-])/C=C/C1=CC2=C(C=C1)N(CC1=CC=CC=C1)C=C2,Active
4002939.0,CC1=C(N=NC2=CC=CC=C2C(F)(F)F)C(=O)N(C(N)=S)N1,Active
4057115.0,OC1=CC=C(N=NC2=CC=CC=C2C(F)(F)F)C2=CC=CN=C12,Active
2941249.0,CC1=CC=C(C23CC4CC(CC(C(=O)N(C)C)(C4)C2)C3)C=C1,Active
14169.0,CN(C)CCCNC1=C2C=CC=CC2=NC2=CC=CC=C21,Active
7454642.0,CCOC(=O)C1=CC=C(NS(=O)(=O)C2=CC3=C(C=C2)N(C)C(=O)N3C)C=C1,Active
3444694.0,CC1CC(C)CN(C(=O)C2CCC(CNS(=O)(=O)C3=CC=CC=C3)CC2)C1,Active
24761573.0,CCOC1=C(C2=NN(C(C)=O)C(C3=CC=C([N+](=O)[O-])S3)O2)C=C(Br)C=C1,Active
9615911.0,C/C(=N\NC(=O)C1=C(O)C=C2C=CC=CC2=C1)C1=CC=CS1,Active
20959657.0,COC1=CC(CNC2=NC=C(C(=O)NC3=CC(OC)=C(OC)C(OC)=C3)C(C)=N2)=CC=C1,Active
2900517.0,NCCCC(=O)N1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,Active
610804.0,CC(C)C1=CC=C(CNC(=O)C2CCCN2S(=O)(=O)C2=CC=CC=C2)C=C1,Active
15987888.0,CCN(CC)CCNC(=O)C1=CC(C2=CC=C(Br)S2)=NC2=CC=CC=C21,Active
24761576.0,CCCC(=O)NC1=CC=C2C(=C1)N=C(CN1CCN(C(=O)OCC)CC1)N2CC,Active
24761577.0,COC1=C(OC)C=C(C2=CN(C3=CC(C)=C(C)C=C3)C(=S)N2)C=C1,Active
891619.0,CC(C)NC(=O)C1=CC=C(COC2=C(Cl)C=CC(Cl)=C2)O1,Active
4551824.0,NC(=S)NN=C1C2=C(C=CC(OCCN3CCOCC3)=C2)C2=C1C=C(OCCN1CCOCC1)C=C2,Active
2157897.0,CCNC(=S)N(CCC1=C(C)NC2=C1C=C(F)C=C2)CC1=CN=CC=C1,Active
46498071.0,COC1=CC=C(/C=N/NC(=O)NC23CC4CC(CC(C4)C2)C3)C(OC)=C1,Active
4003743.0,CC1=CC2=C(C=C1)NC(=O)CN(C(=O)C1=C([N+](=O)[O-])C=CC=C1)C2C1=CC=CC=C1,Active
135400282.0,O=C(N/N=C/C1=C(O)C=C(O)C=C1)C1=CC=NC=C1,Active
825435.0,COC1=CC=CC=C1N1C=C(C2=CC=C(C)C=C2)NC1=S,Active
2158001.0,COCCNC(=S)N(CCC1=C(C)NC2=C1C=C(Cl)C=C2)CC1=CN=CC=C1,Active
24761583.0,COC1=C(O)C=CC(CNC2=NC3=C(C)C=C(C)C=C3S2)=C1,Active
2832015.0,CC1(C)N=C(N)N=C(N)N1C1=CC(Cl)=C(OC2=CC=C(Cl)C=C2)C=C1,Active
22580159.0,CC1=CC=C2NC(CSC3=CC=CC=C3)=CC(=O)C2=C1,Active
4053620.0,CCN1C(=O)C2=CC=CC=C2SC2=C1C=C(C(=O)NCCCN(CC(C)C)CC(C)C)C=C2,Active
22554218.0,CCOCCCNC(=O)C1=CC(Cl)=C(NC(=O)C2=C(C)OCCS2)C=C1OC,Active
24761588.0,CCCOC1=CC2=C(C=C1)C1=C(C=C(OCCC)C=C1)C2=NN=C(N)N,Active
2157806.0,CCNC(=S)N(CCC1=C(C)NC2=C1C=C(C)C=C2)CC1=CN=CC=C1,Active
3984426.0,OC1=C(C=NC2=CC=CN=C2)C=C(Br)C=C1Br,Active
20899774.0,CC(CCC1=CC=CC=C1)NC(=O)CCC1=CN(C)C2=CC=CC=C12,Active
10156.0,COC1=C(OC)C(OC)=C2C(=C1)CCC(NC(C)=O)C1=CC(=O)C(O)=CC=C12,Active
22553360.0,CCCCSCCCNC(=O)CCCN1C(=O)C2=CC=CC=C2SC2=C1C=CC=N2,Active
20873742.0,CCCN(CCC)CCCNC(=O)C1=CC2=C(C=C1)C(Cl)=C1CCCC1=N2,Active
2952090.0,CC1=CC2=C(C=C1)N(CC(O)CN1CCCCCC1)C1=C2CCCC1,Active
773768.0,O=C(/C=C/C1=CC=C(F)C=C1)NC(=S)NC1=CC=CC=C1O,Active
24761597.0,CC1=C[N+](C)=C(/C=C/C2=CC=C(N(C)C)C=C2)C=C1,Active
24761599.0,CCCN1C2=CC=C(NC(=O)CC)C=C2N=C1CN1CCN(C(=O)OCC)CC1,Active
24761604.0,CC1=CC(CN2C3=CC=CC=C3N3CCCN=C32)=CC=C1,Active
877998.0,COC1=CC=C(NC2=C3C=CC=CC3=NC(C3=CC=NC=C3)=N2)C=C1,Active
5296715.0,S=C1CC2=CC=CC=C2C(C2=CC=C(Cl)C=C2)N1,Active
2141990.0,CC(C)(CO)NC(=O)C1=CC=C2C(=C1)C(=O)C1=CC=CC=C12,Active
20832411.0,COC1=C(OC)C=C(/C=C/C2=CC=C3C=CC=CC3=[N+]2C)C=C1,Active
24761605.0,CC[N+]1=C(/C=C2\SC3=C(C=C(C)C=C3)N2C)C=CC=C1,Active
6898261.0,COC1=C(OC)C=C(C2=NN(C3=CC=CC=C3)C=C2/C=N/O)C=C1,Active
4080136.0,CCOC(=O)C1=C(C)C2=C(N=C(C)N=C2NCC2=CC=CC=C2)S1,Active
24761609.0,CCCN1C(CN2CCN(C(=O)OCC)CC2)=NC2=C1C=CC(NC(=O)C(C)C)=C2,Active
3588218.0,COC1=CC=C(C2=C(NC(=O)C3=C(F)C=CC=C3F)N3C=CC(C)=CC3=N2)C=C1,Active
710577.0,CC1=CC(C)=C(N2C(=O)C(Cl)=C(N3CCCCCC3)C2=O)C=C1,Active
3444611.0,COC1=CC=CC=C1NC(=O)C1=CC2=C(OC1=NC1=CC=CC=C1)C(C)=NC=C2CO,Active
9628888.0,COC1=C(CN2CCN(C3=CC=C(F)C=C3)CC2)C=C(/C=N/NC(=O)C2=C(C)OC=C2)C=C1,Active
53313.0,C1=CC=C2C(=C1)N=C1C=CC=CC1=C2NC1=CC=CN=C1,Active
3380966.0,CCOC1=CC=C(C2=CN(C3=CC=CC=C3OC)C(=S)N2)C=C1,Active
24761612.0,COC1=CC=C(NC(=O)C2=CC3=C(CO)C=NC(C)=C3OC2=NC2=CC=CC(C)=C2)C(OC)=C1,Active
1932637.0,COC1=CC=CC=C1C(=O)NC(=S)NC1=CC=C(CC2=CC=NC=C2)C=C1,Active
135451179.0,O=C1NC(=O)N(C2=C(F)C=CC=C2)C(O)=C1/C=C1\C=NC2=CC=CC=C21,Active
726569.0,CCC1=CC=C(S(=O)(=O)NC2=C3C=CC=CC3=C(O)C=C2)C=C1,Active
20900831.0,CCC1=CC(NS(=O)(=O)C2=CSC(C(N)=O)=C2)=CC=C1,Active
18552734.0,COC1=CC=C(C2=CSC(=NCCO)N2C2=CC=CC=C2)C=C1,Active
24761616.0,CCCN1C2=CC=C(NC(C)=O)C=C2N=C1CN1CCN(C(=O)OCC)CC1,Active
24761618.0,CCOC(=O)N1CCN(CC2=NC3=CC(NC(=O)CC)=CC=C3N2CC)CC1,Active
24761619.0,CCCC1=NC(C)=CC(N2CCN(C3=CC=CC=C3)CC2)=N1,Active
4277734.0,COC1=CC=CC=C1N1C=C(C2=CC=C(Br)C=C2)NC1=S,Active
4051075.0,COC1=CC=C(C2=NN(CC3=C(F)C=CC=C3Cl)C(=O)C=C2)C=C1,Active
24761624.0,O=C1/C(=C\C2=CC([N+](=O)[O-])=CC=C2O)SC(=S)N1CC1=CC=C(Cl)C=C1,Active
1516321.0,OC1=C(CN2CCCCCC2)C=C(C2=CC=CC=C2)C=C1,Active
710703.0,CC(=O)C1=CC(NC2=NC=NC3=C2C=C(Br)C=C3)=CC=C1,Active
135463173.0,CC(=O)N/C(=N\C1=NC(C)=CC(C)=N1)NC1=CC=C(Cl)C=C1,Active
5344732.0,CN1C(=O)C2=CC=CC=C2N=C1/C=C/C1=CC=C(Br)C=C1,Active
2885957.0,COC1=C([N+](=O)[O-])C=C(C(=O)N2CCCC2(C#N)C2=CC=CC=C2)C=C1,Active
5909322.0,O=C1C2=CC=CC=C2N=C(/C=C/C2=CC=CC=C2)N1C1=CC=C(O)C=C1,Active
46507586.0,COC1=C2O/C(=N\O)C(C(=O)NC3=CC=C(C)C=C3)CC2=CC=C1,Active
628678.0,O=C(NCC1=CC=CC=C1)C1=C(Cl)N=C(Cl)C(Cl)=C1Cl,Active
17385245.0,ClC1=CC=CC(Cl)=C1C[N+]1=CC=C2C=CC=CC2=C1,Active
24761628.0,CC1=CC(C)=C(NC(=O)C2=CC=C(NCCCN3CCC(C)CC3)C([N+](=O)[O-])=C2)C=C1,Active
5012843.0,CCOC(=O)C1=CC(N)=C(N2CCN(C3=CC(C)=CC=C3C)CC2)C=C1,Active
2951190.0,COC1=CC(CNC(C)C23CC4CC(CC(C4)C2)C3)=CC=C1OCC(=O)NC(C)(C)C,Active
2057118.0,O=C1C(=O)N(C/C=C/C2=CC=CC=C2)C2=CC=CC=C12,Active
24761632.0,CCOC(=O)N1CCN(CC2=NC3=C(C=CC(NC(=O)CC(C)C)=C3)N2CC)CC1,Active
3580537.0,CCOC(CNC(=O)C1=CC=CN2C(=O)C3=C(N=C12)SC(C)=C3C)OCC,Active
1941714.0,COC1=CC(C(=O)NCCOC2=C(C(C)C)C=CC(C)=C2)=CC(OC)=C1OC,Active
990837.0,CN(C)CCN(C)CC1=C2C=CC=CC2=C(CN(C)CCN(C)C)C2=CC=CC=C21,Active
2951506.0,COC1=CC(NC2=C3C=CC=CC3=NC3=CC=CC=C32)=C(OC)C=C1,Active
17271171.0,CCOC1=C(OCC2=CC=C(Cl)C=C2)C=CC(CNCC2=CC=CC=C2)=C1,Active
1502253.0,CC(=O)OCC1=C(C2=CC=CC=C2)C2=C(C=CC([N+](=O)[O-])=C2)N1C,Active
728235.0,CC1(C)C(C(=O)N2CCN(C3=CC=C(Cl)C=C3)CC2)C1(C)C,Active
150655.0,OCCCNC1=C2C=CC=CC2=NC2=CC=CC=C21,Active
2756087.0,O=C(O)CCCCCNC(=O)OCC1C2=CC=CC=C2C2=CC=CC=C21,Active
6621318.0,COC1=CC=C(C2=CN(C3=C(C)C=C(C)C=C3)C(=S)N2)C=C1OC,Active
4449020.0,S=C(NCCN(C1CCCCC1)C1CCCC1)NC1=CC(Cl)=CC=C1,Active
24761644.0,CC(C)(C1=CC=CC=C1)C1=CC=C(OCCN2CCOCC2)C=C1,Active
24761645.0,CC1=CC2=C(C=C1)N(CCO)/C(=C/C1=CC=CC=[N+]1C)S2,Active
430132.0,COC1=CC(NC2=C3C=CC=CC3=NC3=CC=CC=C32)=CC(OC)=C1OC,Active
135578967.0,CC1=NC=C(C(=O)N/N=C/C2=C3C=CC=CC3=CC=C2O)C=C1,Active
135437679.0,CCN(CC)C1=CC=C(N=C2C(=O)NC3=C2C=CC=C3)C=C1,Active
6894217.0,COC1=CC=C(/C=N/NS(=O)(=O)C2=CC=CC=C2)C=C1OC,Active
691841.0,CCOC1=CC=C(/C=C2\SC(N3CCCCC3)=NC2=O)C=C1,Active
9675542.0,CC1=CC=CC(/C=N/NC(=O)C2=CC(Cl)=CC=C2)=N1,Active
16019227.0,CC1=C2OC3=C(CC2=C(CO)C=N1)C(SCC(=O)N1CCCCC1)=NC(C1=CC=CC=C1)=N3,Active
20914043.0,CCC1=CC=C(NS(=O)(=O)C2=C(C)C=C3C(=C2)N(C)C(=O)C(=O)N3C)C=C1,Active
20900149.0,COC1=CC=C(C2=NC3=C(CC4=C(O3)C(C)=NC=C4CO)C(SCC(=O)N3CCOCC3)=N2)C=C1,Active
20888086.0,CCC1=CC=C(CNC(=O)CC2=CC=C(NC(=O)C3=C(C)OCCS3)C=C2)C=C1,Active
18560496.0,CC1=NC=C(CO)C2=C1OC1=C(C2)C(SCC(=O)N2CCOCC2)=NC(C2=CC=CC=C2)=N1,Active
16813482.0,CC1=CC(C2=NC3=C(CC4=C(O3)C(C)=NC=C4CO)C(SCC(=O)N3CCOCC3)=N2)=CC=C1,Active
20900127.0,COC1=C(C2=NC3=C(CC4=C(O3)C(C)=NC=C4CO)C(SCC(=O)N3CCCCC3)=N2)C=CC=C1,Active
24761887.0,CC1=CC(C)=NC2=NC(CNS(=O)(=O)C3=C(F)C(F)=C(F)C(F)=C3F)=NN12,Active
20888087.0,CSC1=CC=C(CNC(=O)CC2=CC=C(NC(=O)C3=C(C)OCCS3)C=C2)C=C1,Active
4388595.0,CCN(CC)C(=O)C1=CC2=C(C=C1)C(=O)N(CC1=CC3=C(C=C1)OCO3)C(=S)N2,Active
3264499.0,CC(=O)NC1=CC=C(N=C2C=C([N+](=O)[O-])C=C(Cl)N2O)C=C1,Active
135603957.0,O=C(CSC1=NC2=CC=CC=C2C=C1)N/N=C/C1=CC=CC=C1O,Active
4304882.0,CC1=C(N=NC2=C(Cl)C=C([N+](=O)[O-])C=C2)C(=O)N(C(N)=S)N1,Active
5156292.0,S=C1N=C(NCCC2=CC=CC=C2Cl)C2=CC=CC=C2N1,Active
4413344.0,COC1=CC=C(NC(=O)C2=CC3=C(COC(C)=O)C=NC(C)=C3OC2=NC2=CC=CC(C(=O)O)=C2)C(OC)=C1,Active
17367790.0,COC1=C(Br)C=C(CNCCC2=CC3=C(C=C2)OCO3)C=C1,Active
5335613.0,C/C(=N\NC(=O)C1=CC(Cl)=C(Cl)C=C1)C1=CC=CC=N1,Active
20970585.0,COC1=C(NC(=O)CN2CCN(CC(=O)NC3=CC=C(S(N)(=O)=O)C=C3)CC2)C=CC=C1,Active
717151.0,CCN(CC)C(=O)C1=CC=C(COC2=CC=CC=C2Cl)O1,Active
16456746.0,CC1=C(Cl)C=C(NC2=NC(NCCO)=NC3=C2C=NN3C)C=C1,Active
2157882.0,COCCNC(=S)N(CCC1=C(C)NC2=CC=C(F)C=C21)CC1=CC=C(C)C=C1,Active
56642971.0,CCOC1=C(OC(C)=O)C=CC(/C=N/NC2=NN=C(C)N2N)=C1,Active
135829859.0,COC1=CC=C(NC(C)C(=O)N/N=C/C2=C3C=CC=CC3=CC=C2O)C=C1,Active
3434161.0,COC1=CC=C(N2N=C3CSCC3=C2NC(=O)CCCl)C=C1,Active
4038769.0,O=[N+]([O-])C1=CC2=NC3=CC=CC=C3C=C2C([N+](=O)[O-])=C1,Active
3549142.0,O=C(NNC1=C2C=CC=CC2=NC2=C1C=CC=C2)C1=CC=C(Cl)C=C1,Active
4122157.0,O=C(CN1CCN(C2=CC=CC=C2F)CC1)C1=CC=C(O)C(O)=C1,Active
1269677.0,COC1=CC=C(CCNC(=O)C2=CC=C(COC3=CC=CC=C3OC)O2)C=C1,Active
135829861.0,O=C(O)C1=CC=C(N=NC2=C(O)C=CC3=C2C=CC=N3)C=C1,Active
24762035.0,CCOC(=O)N1CCN(CCC(=O)C2=CC=C(Br)C=C2)CC1,Active
135636104.0,O=[N+]([O-])C1=CC=C(N=NC2=NC=CN2)C=C1,Active
20854383.0,CCN(CC)CCCNC(=O)C1=CC(NC2=CC=C(OC)C=C2)=NC2=CC=CC=C21,Active
135829862.0,COC1=CC=CC(/C=N/NC2=NN=C(C)N2N)=C1O,Active
15989993.0,CCOC(=O)C1=CC=C(NC2=NC3=CC(OC)=C(OC)C=C3C(N)=N2)C=C1,Active
16644290.0,COC1=CC(NC(=O)C2=C(C)N=C(C)S2)=C(OC)C=C1NC(=O)C1=CC=CC=C1,Active
135606112.0,O=C(CCC(=O)NC1=CC=C(Br)C=C1)N/N=C/C1=CC=CC=C1O,Active
135420064.0,COC1=CC=CC=C1NCC(=O)N/N=C/C1=C(O)C=CC2=CC=CC=C21,Active
20885957.0,CCN(CC)CCCNC(=O)C1=C(SC2=CC=C(Cl)C=C2)C2=CC=CC=C2N1,Active
3349004.0,CC1=C(N=NC2=CC=C(Br)C=C2)C(=O)N(C(N)=S)N1,Active
1540642.0,CN(C)S(=O)(=O)C1=CC=C2C(=C1)C(=NO)C1=C2C=CC(S(=O)(=O)N(C)C)=C1,Active
3887388.0,CCOC1=CC=CC=C1N=NC1=C(C)NN(C(N)=S)C1=O,Active
24762043.0,COC1=CC(OC)=C(CNCCC2=C(C)NC3=C2C=C(OC(F)(F)F)C=C3)C=C1,Active
16002965.0,COC1=CC(NC2=C3CCCC3=NC3=CC=CC=C32)=CC(OC)=C1OC,Active
24762045.0,CCN(CC)C1=CC(C)=C2C=C(NC(=O)C3=CC=CC=C3F)C=CC2=N1,Active
120879.0,COC(=O)C1CC23C=CCN4CCC5(C6=CC=CC=C6NC15C2C)C43,Active
9599641.0,O=[N+]([O-])C1=CC=C(N/N=C/C2=CC=CC(O)=C2)C=C1,Active
2881862.0,CCCN1C(=N)N(CC(=O)C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C21,Active
24762046.0,CCOC1=CC=CC(CNCCC2=C(C)NC3=C2C=C(OC(F)(F)F)C=C3)=C1O,Active
16013826.0,COC1=C(OC)C(OC)=C(CN2CCN(CC3=CC(=O)OC4=CC(C)=CC=C34)CC2)C=C1,Active
622563.0,CN1C2=CC=C(C=O)C3=C(C=O)C=CC(=C23)N(C)C1(C)C,Active
22431376.0,CC1=CC2=C(C=C1)N=C(NC1=CC=C(C)C(C)=C1)C1=NN=CN12,Active
2944992.0,O=C(O)C1=CC(NC2=C([N+](=O)[O-])C=NC=C2)=CC=C1,Active
16010849.0,CC1=CC=C(NC(=O)CC2OC3=C(C=C(C)C=C3)NC2=O)C(C)=C1,Active
731016.0,CC1=CC(C2=NC(NC3=CC=C(O)C=C3)=C3C=CC=CC3=N2)=CC=C1,Active
15990109.0,COC1=CC2=NC(NC3=C(OC)C=CC(C)=C3)=NC(N)=C2C=C1OC,Active
17468290.0,CSC1=CC(NS(=O)(=O)C2=CC3=C(C=C2)N(C(C)=O)CC3)=CC=C1,Active
2988869.0,COC1=CC(NS(=O)(=O)C2=CC3=C(C=C2)N(C(C)=O)CC3)=CC=C1,Active
622831.0,COC1=CC=C(N2C=C3C=CC([N+](=O)[O-])=CC3=N2)C=C1,Active
697299.0,CC1=C(C2=CSC(NC3=CC=C(C(=O)O)C=C3)=N2)N2C=CC=CC2=N1,Active
941679.0,CC1=CC2=C(C=C1)N(CCC1=CC=CC=C1)C1=NC(=S)NN=C12,Active
3444608.0,COC1=CC=CC=C1NC(=O)C1=CC2=C(OC1=NC1=CC(C(N)=O)=CC=C1)C(C)=NC=C2CO,Active
20111252.0,COC1=CC=C(OC)C(/C=C2\SC(N3CCCC(C)C3)=NC2=O)=C1,Active
